,trip_id,block_id,route_id,trip_headsign,trip_start_time,service_id_start,start_stop,start_stop_id,trip_end_time,number_total_stops,total_distance_traveled,service_id_end,end_stop,end_stop_id,trip_start_datetime,trip_end_datetime,timeDelta,timeDelta_minutes,timeDelta_hours
26,1894070,183316007,86,INBOUND-DOWNTOWN,10:58:00,3,EAST BUSWAY + WILKINSBURG STATION B,16111,11:45:00,75,8.806709583,3,7TH ST + PENN AVE,20182,1/1/2023 10:58,1/1/2023 11:45,0 days 00:47:00,47,0.783333333
27,10292070,183316007,86,OUTBOUND-WILKINSBURG,11:45:00,3,7TH ST + PENN AVE,20182,12:35:00,72,8.577522463,3,EAST BUSWAY + WILKINSBURG STATION D,16118,1/1/2023 11:45,1/1/2023 12:35,0 days 00:50:00,50,0.833333333
28,8936070,183316107,71A,INBOUND-DOWNTOWN,5:07:00,3,ST CLAIR ST + BUNKER HILL APTS,3118,5:41:00,60,6.648160115,3,FIFTH AVE + WOOD ST,20856,1/1/2023 5:07,1/1/2023 5:41,0 days 00:34:00,34,0.566666667
29,1956070,183316107,71A,OUTBOUND-NEGLEY VIA OAKLAND,5:41:00,3,FIFTH AVE + WOOD ST,20856,6:11:00,61,6.44727031,3,ST CLAIR ST + BUNKER HILL APTS,3118,1/1/2023 5:41,1/1/2023 6:11,0 days 00:30:00,30,0.5
30,8138070,183316107,71B,INBOUND-DOWNTOWN,6:30:00,3,ST CLAIR ST + BUNKER HILL APTS,3118,7:03:00,60,6.827786546,3,FIFTH AVE + WOOD ST,20856,1/1/2023 6:30,1/1/2023 7:03,0 days 00:33:00,33,0.55
31,6420070,183316107,71B,OUTBOUND-HIGHLAND PARK,7:03:00,3,FIFTH AVE + WOOD ST,20856,7:40:00,59,6.455453789,3,BUNKERHILL ST + ST CLAIR NS,3283,1/1/2023 7:03,1/1/2023 7:40,0 days 00:37:00,37,0.616666667
32,5655070,183316207,28X,OUTBOUND-PITTSBURGH INTL AIRPORT,4:47:00,3,FIFTH AVE + MCPHERSON FS,8308,5:43:00,40,27.66050058,3,PGH AIRPORT UPPER LEVEL (DEPARTURES),22827,1/1/2023 4:47,1/1/2023 5:43,0 days 00:56:00,56,0.933333333
33,12934070,183316207,28X,INBOUND-DOWNTOWN,6:00:00,3,PGH INTERNL AIRPORT LOWER LEVEL (DOOR2),4405,7:00:00,41,27.53078281,3,EAST LIBERTY DRWY + FIFTH FS,16029,1/1/2023 6:00,1/1/2023 7:00,0 days 01:00:00,60,1
34,7906070,183316207,28X,OUTBOUND-PITTSBURGH INTL AIRPORT,7:17:00,3,FIFTH AVE + MCPHERSON FS,8308,8:13:00,40,27.66050058,3,PGH AIRPORT UPPER LEVEL (DEPARTURES),22827,1/1/2023 7:17,1/1/2023 8:13,0 days 00:56:00,56,0.933333333
35,11671070,183316207,28X,INBOUND-DOWNTOWN,8:30:00,3,PGH INTERNL AIRPORT LOWER LEVEL (DOOR2),4405,9:30:00,41,27.53078281,3,EAST LIBERTY DRWY + FIFTH FS,16029,1/1/2023 8:30,1/1/2023 9:30,0 days 01:00:00,60,1
36,8151070,183316307,71C,INBOUND-DOWNTOWN,12:04:00,3,EAST BUSWAY + WILKINSBURG STATION B,16111,12:56:00,72,8.856562317,3,FIFTH AVE + WOOD ST,20856,1/1/2023 12:04,1/1/2023 12:56,0 days 00:52:00,52,0.866666667
37,7464070,183316307,71C,OUTBOUND-POINT BREEZE VIA OAKLAND,12:56:00,3,FIFTH AVE + WOOD ST,20856,13:45:00,68,7.991499621,3,EAST BUSWAY + WILKINSBURG STATION D,16118,1/1/2023 12:56,1/1/2023 13:45,0 days 00:49:00,49,0.816666667
38,3605070,183316307,71C,INBOUND-DOWNTOWN,14:04:00,3,EAST BUSWAY + WILKINSBURG STATION B,16111,14:56:00,72,8.856562317,3,FIFTH AVE + WOOD ST,20856,1/1/2023 14:04,1/1/2023 14:56,0 days 00:52:00,52,0.866666667
39,7323070,183316307,71C,OUTBOUND-POINT BREEZE VIA OAKLAND,14:56:00,3,FIFTH AVE + WOOD ST,20856,15:45:00,68,7.991499621,3,EAST BUSWAY + WILKINSBURG STATION D,16118,1/1/2023 14:56,1/1/2023 15:45,0 days 00:49:00,49,0.816666667
40,9136070,183316407,71C,INBOUND-DOWNTOWN,10:08:00,3,EAST BUSWAY + WILKINSBURG STATION B,16111,10:56:00,72,8.856562317,3,FIFTH AVE + WOOD ST,20856,1/1/2023 10:08,1/1/2023 10:56,0 days 00:48:00,48,0.8
41,12636070,183316407,71C,OUTBOUND-POINT BREEZE VIA OAKLAND,10:56:00,3,FIFTH AVE + WOOD ST,20856,11:41:00,68,7.991499621,3,EAST BUSWAY + WILKINSBURG STATION D,16118,1/1/2023 10:56,1/1/2023 11:41,0 days 00:45:00,45,0.75
42,3636070,183316407,71D,INBOUND-DOWNTOWN VIA OAKLAND,12:02:00,3,EAST BUSWAY + WILKINSBURG STATION B,16111,12:48:00,68,8.092435408,3,FIFTH AVE + WOOD ST,20856,1/1/2023 12:02,1/1/2023 12:48,0 days 00:46:00,46,0.766666667
43,12117070,183316407,71D,OUTBOUND-HAMILTON VIA OAKLAND-SHADYSIDE-5TH AV,12:48:00,3,FIFTH AVE + WOOD ST,20856,13:32:00,67,7.494364149,3,EAST BUSWAY + WILKINSBURG STATION D,16118,1/1/2023 12:48,1/1/2023 13:32,0 days 00:44:00,44,0.733333333
44,6887070,183316507,71C,INBOUND-DOWNTOWN,21:08:00,3,EAST BUSWAY + WILKINSBURG STATION B,16111,21:56:00,72,8.856562317,3,FIFTH AVE + WOOD ST,20856,1/1/2023 21:08,1/1/2023 21:56,0 days 00:48:00,48,0.8
45,12590070,183316507,71C,OUTBOUND-POINT BREEZE VIA OAKLAND,21:56:00,3,FIFTH AVE + WOOD ST,20856,22:39:00,68,7.991499621,3,EAST BUSWAY + WILKINSBURG STATION D,16118,1/1/2023 21:56,1/1/2023 22:39,0 days 00:43:00,43,0.716666667
46,2499070,183316507,86,INBOUND-DOWNTOWN,23:08:00,3,EAST BUSWAY + WILKINSBURG STATION B,16111,23:45:00,75,8.806709583,3,7TH ST + PENN AVE,20182,1/1/2023 23:08,1/1/2023 23:45,0 days 00:37:00,37,0.616666667
47,9430070,183316507,86,OUTBOUND-WILKINSBURG,23:45:00,3,7TH ST + PENN AVE,20182,24:22:00,72,8.577522463,3,EAST BUSWAY + WILKINSBURG STATION D,16118,1/1/2023 23:45,1/2/2023 0:22,0 days 00:37:00,37,0.616666667
48,9197070,183316607,71A,INBOUND-DOWNTOWN,4:37:00,3,ST CLAIR ST + BUNKER HILL APTS,3118,5:11:00,60,6.648160115,3,FIFTH AVE + WOOD ST,20856,1/1/2023 4:37,1/1/2023 5:11,0 days 00:34:00,34,0.566666667
49,8407070,183316607,71A,OUTBOUND-NEGLEY VIA OAKLAND,5:11:00,3,FIFTH AVE + WOOD ST,20856,5:41:00,61,6.44727031,3,ST CLAIR ST + BUNKER HILL APTS,3118,1/1/2023 5:11,1/1/2023 5:41,0 days 00:30:00,30,0.5
50,7440070,183316607,71B,INBOUND-DOWNTOWN,6:00:00,3,ST CLAIR ST + BUNKER HILL APTS,3118,6:33:00,60,6.827786546,3,FIFTH AVE + WOOD ST,20856,1/1/2023 6:00,1/1/2023 6:33,0 days 00:33:00,33,0.55
51,5155070,183316607,71B,OUTBOUND-HIGHLAND PARK,6:33:00,3,FIFTH AVE + WOOD ST,20856,7:04:00,59,6.455453789,3,BUNKERHILL ST + ST CLAIR NS,3283,1/1/2023 6:33,1/1/2023 7:04,0 days 00:31:00,31,0.516666667
52,12372070,183316707,28X,OUTBOUND-PITTSBURGH INTL AIRPORT,12:43:00,3,FIFTH AVE + MCPHERSON FS,8308,13:49:00,40,27.66050058,3,PGH AIRPORT UPPER LEVEL (DEPARTURES),22827,1/1/2023 12:43,1/1/2023 13:49,0 days 01:06:00,66,1.1
53,7456070,183316707,28X,INBOUND-DOWNTOWN,14:01:00,3,PGH INTERNL AIRPORT LOWER LEVEL (DOOR2),4405,15:07:00,41,27.53078281,3,EAST LIBERTY DRWY + FIFTH FS,16029,1/1/2023 14:01,1/1/2023 15:07,0 days 01:06:00,66,1.1
54,2504070,183316807,P1,INBOUND-DOWNTOWN,6:03:00,3,EAST BUSWASY + SWISSVALE STATION A,16063,6:23:00,11,8.988131781,3,LIBERTY AVE + 10TH ST NS,7279,1/1/2023 6:03,1/1/2023 6:23,0 days 00:20:00,20,0.333333333
55,6839070,183316807,P1,OUTBOUND-SWISSVALE,6:23:00,3,LIBERTY AVE + 10TH ST NS,7279,6:45:00,14,9.600320628,3,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 6:23,1/1/2023 6:45,0 days 00:22:00,22,0.366666667
56,7800070,183316807,P1,INBOUND-DOWNTOWN,7:03:00,3,EAST BUSWASY + SWISSVALE STATION A,16063,7:23:00,11,8.988131781,3,LIBERTY AVE + 10TH ST NS,7279,1/1/2023 7:03,1/1/2023 7:23,0 days 00:20:00,20,0.333333333
57,3547070,183316807,P1,OUTBOUND-SWISSVALE,7:23:00,3,LIBERTY AVE + 10TH ST NS,7279,7:45:00,14,9.600320628,3,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 7:23,1/1/2023 7:45,0 days 00:22:00,22,0.366666667
58,5975070,183316807,P1,INBOUND-DOWNTOWN,8:03:00,3,EAST BUSWASY + SWISSVALE STATION A,16063,8:23:00,11,8.988131781,3,LIBERTY AVE + 10TH ST NS,7279,1/1/2023 8:03,1/1/2023 8:23,0 days 00:20:00,20,0.333333333
59,669070,183316807,P1,OUTBOUND-SWISSVALE,8:23:00,3,LIBERTY AVE + 10TH ST NS,7279,8:45:00,14,9.600320628,3,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 8:23,1/1/2023 8:45,0 days 00:22:00,22,0.366666667
60,5213070,183316807,P1,INBOUND-DOWNTOWN,9:03:00,3,EAST BUSWASY + SWISSVALE STATION A,16063,9:23:00,11,8.988131781,3,LIBERTY AVE + 10TH ST NS,7279,1/1/2023 9:03,1/1/2023 9:23,0 days 00:20:00,20,0.333333333
61,2469070,183316807,P1,OUTBOUND-SWISSVALE,9:23:00,3,LIBERTY AVE + 10TH ST NS,7279,9:45:00,14,9.600320628,3,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 9:23,1/1/2023 9:45,0 days 00:22:00,22,0.366666667
62,1966070,183316807,P1,INBOUND-DOWNTOWN,10:03:00,3,EAST BUSWASY + SWISSVALE STATION A,16063,10:23:00,11,8.988131781,3,LIBERTY AVE + 10TH ST NS,7279,1/1/2023 10:03,1/1/2023 10:23,0 days 00:20:00,20,0.333333333
63,9494070,183316807,P1,OUTBOUND-SWISSVALE,10:23:00,3,LIBERTY AVE + 10TH ST NS,7279,10:47:00,14,9.600320628,3,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 10:23,1/1/2023 10:47,0 days 00:24:00,24,0.4
64,4054070,183316807,P1,INBOUND-DOWNTOWN,11:03:00,3,EAST BUSWASY + SWISSVALE STATION A,16063,11:23:00,11,8.988131781,3,LIBERTY AVE + 10TH ST NS,7279,1/1/2023 11:03,1/1/2023 11:23,0 days 00:20:00,20,0.333333333
65,7252070,183316807,P1,OUTBOUND-SWISSVALE,11:23:00,3,LIBERTY AVE + 10TH ST NS,7279,11:47:00,14,9.600320628,3,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 11:23,1/1/2023 11:47,0 days 00:24:00,24,0.4
66,11729070,183316807,P1,INBOUND-DOWNTOWN,12:08:00,3,EAST BUSWASY + SWISSVALE STATION A,16063,12:28:00,11,8.988131781,3,LIBERTY AVE + 10TH ST NS,7279,1/1/2023 12:08,1/1/2023 12:28,0 days 00:20:00,20,0.333333333
67,11806070,183316807,P1,OUTBOUND-SWISSVALE,12:28:00,3,LIBERTY AVE + 10TH ST NS,7279,12:52:00,14,9.600320628,3,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 12:28,1/1/2023 12:52,0 days 00:24:00,24,0.4
68,7521070,183316807,P1,INBOUND-DOWNTOWN,13:08:00,3,EAST BUSWASY + SWISSVALE STATION A,16063,13:28:00,11,8.988131781,3,LIBERTY AVE + 10TH ST NS,7279,1/1/2023 13:08,1/1/2023 13:28,0 days 00:20:00,20,0.333333333
69,13882070,183316807,P1,OUTBOUND-SWISSVALE,13:28:00,3,LIBERTY AVE + 10TH ST NS,7279,13:54:00,14,9.600320628,3,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 13:28,1/1/2023 13:54,0 days 00:26:00,26,0.433333333
70,4206070,183316807,P1,INBOUND-DOWNTOWN,14:08:00,3,EAST BUSWASY + SWISSVALE STATION A,16063,14:28:00,11,8.988131781,3,LIBERTY AVE + 10TH ST NS,7279,1/1/2023 14:08,1/1/2023 14:28,0 days 00:20:00,20,0.333333333
71,3135070,183316807,P1,OUTBOUND-SWISSVALE,14:28:00,3,LIBERTY AVE + 10TH ST NS,7279,14:54:00,14,9.600320628,3,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 14:28,1/1/2023 14:54,0 days 00:26:00,26,0.433333333
72,4665070,183316807,P1,INBOUND-DOWNTOWN,15:08:00,3,EAST BUSWASY + SWISSVALE STATION A,16063,15:28:00,11,8.988131781,3,LIBERTY AVE + 10TH ST NS,7279,1/1/2023 15:08,1/1/2023 15:28,0 days 00:20:00,20,0.333333333
73,8750070,183316807,P1,OUTBOUND-SWISSVALE,15:28:00,3,LIBERTY AVE + 10TH ST NS,7279,15:54:00,14,9.600320628,3,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 15:28,1/1/2023 15:54,0 days 00:26:00,26,0.433333333
74,12976070,183316807,P1,INBOUND-DOWNTOWN,16:07:00,3,EAST BUSWASY + SWISSVALE STATION A,16063,16:28:00,11,8.988131781,3,LIBERTY AVE + 10TH ST NS,7279,1/1/2023 16:07,1/1/2023 16:28,0 days 00:21:00,21,0.35
75,2831070,183316807,P1,OUTBOUND-SWISSVALE,16:28:00,3,LIBERTY AVE + 10TH ST NS,7279,16:54:00,14,9.600320628,3,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 16:28,1/1/2023 16:54,0 days 00:26:00,26,0.433333333
76,12821070,183316807,P1,INBOUND-DOWNTOWN,17:07:00,3,EAST BUSWASY + SWISSVALE STATION A,16063,17:28:00,11,8.988131781,3,LIBERTY AVE + 10TH ST NS,7279,1/1/2023 17:07,1/1/2023 17:28,0 days 00:21:00,21,0.35
77,3982070,183316807,P1,OUTBOUND-SWISSVALE,17:28:00,3,LIBERTY AVE + 10TH ST NS,7279,17:54:00,14,9.600320628,3,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 17:28,1/1/2023 17:54,0 days 00:26:00,26,0.433333333
78,8618070,183316807,P1,INBOUND-DOWNTOWN,18:17:00,3,EAST BUSWASY + SWISSVALE STATION A,16063,18:38:00,11,8.988131781,3,LIBERTY AVE + 10TH ST NS,7279,1/1/2023 18:17,1/1/2023 18:38,0 days 00:21:00,21,0.35
79,14114070,183316807,P1,OUTBOUND-SWISSVALE,18:38:00,3,LIBERTY AVE + 10TH ST NS,7279,19:04:00,14,9.600320628,3,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 18:38,1/1/2023 19:04,0 days 00:26:00,26,0.433333333
80,7686070,183316807,P1,INBOUND-DOWNTOWN,19:17:00,3,EAST BUSWASY + SWISSVALE STATION A,16063,19:38:00,11,8.988131781,3,LIBERTY AVE + 10TH ST NS,7279,1/1/2023 19:17,1/1/2023 19:38,0 days 00:21:00,21,0.35
81,12705070,183316807,P1,OUTBOUND-SWISSVALE,19:38:00,3,LIBERTY AVE + 10TH ST NS,7279,20:04:00,14,9.600320628,3,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 19:38,1/1/2023 20:04,0 days 00:26:00,26,0.433333333
82,13523070,183316907,28X,OUTBOUND-PITTSBURGH INTL AIRPORT,3:47:00,3,FIFTH AVE + MCPHERSON FS,8308,4:43:00,40,27.66050058,3,PGH AIRPORT UPPER LEVEL (DEPARTURES),22827,1/1/2023 3:47,1/1/2023 4:43,0 days 00:56:00,56,0.933333333
83,2147070,183316907,28X,INBOUND-DOWNTOWN,5:00:00,3,PGH INTERNL AIRPORT LOWER LEVEL (DOOR2),4405,5:58:00,41,27.53078281,3,EAST LIBERTY DRWY + FIFTH FS,16029,1/1/2023 5:00,1/1/2023 5:58,0 days 00:58:00,58,0.966666667
84,11698070,183316907,28X,OUTBOUND-PITTSBURGH INTL AIRPORT,6:17:00,3,FIFTH AVE + MCPHERSON FS,8308,7:13:00,40,27.66050058,3,PGH AIRPORT UPPER LEVEL (DEPARTURES),22827,1/1/2023 6:17,1/1/2023 7:13,0 days 00:56:00,56,0.933333333
85,4280070,183316907,28X,INBOUND-DOWNTOWN,7:30:00,3,PGH INTERNL AIRPORT LOWER LEVEL (DOOR2),4405,8:30:00,41,27.53078281,3,EAST LIBERTY DRWY + FIFTH FS,16029,1/1/2023 7:30,1/1/2023 8:30,0 days 01:00:00,60,1
86,12167070,183317007,P1,INBOUND-DOWNTOWN,11:53:00,3,EAST BUSWASY + SWISSVALE STATION A,16063,12:13:00,11,8.988131781,3,LIBERTY AVE + 10TH ST NS,7279,1/1/2023 11:53,1/1/2023 12:13,0 days 00:20:00,20,0.333333333
87,6394070,183317007,P1,OUTBOUND-SWISSVALE,12:13:00,3,LIBERTY AVE + 10TH ST NS,7279,12:37:00,14,9.600320628,3,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 12:13,1/1/2023 12:37,0 days 00:24:00,24,0.4
88,6793070,183317007,P1,INBOUND-DOWNTOWN,12:53:00,3,EAST BUSWASY + SWISSVALE STATION A,16063,13:13:00,11,8.988131781,3,LIBERTY AVE + 10TH ST NS,7279,1/1/2023 12:53,1/1/2023 13:13,0 days 00:20:00,20,0.333333333
89,1602070,183317007,P1,OUTBOUND-SWISSVALE,13:13:00,3,LIBERTY AVE + 10TH ST NS,7279,13:39:00,14,9.600320628,3,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 13:13,1/1/2023 13:39,0 days 00:26:00,26,0.433333333
90,1324070,183317007,P1,INBOUND-DOWNTOWN,13:53:00,3,EAST BUSWASY + SWISSVALE STATION A,16063,14:13:00,11,8.988131781,3,LIBERTY AVE + 10TH ST NS,7279,1/1/2023 13:53,1/1/2023 14:13,0 days 00:20:00,20,0.333333333
91,1485070,183317007,P1,OUTBOUND-SWISSVALE,14:13:00,3,LIBERTY AVE + 10TH ST NS,7279,14:39:00,14,9.600320628,3,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 14:13,1/1/2023 14:39,0 days 00:26:00,26,0.433333333
92,1725070,183317007,P1,INBOUND-DOWNTOWN,14:53:00,3,EAST BUSWASY + SWISSVALE STATION A,16063,15:13:00,11,8.988131781,3,LIBERTY AVE + 10TH ST NS,7279,1/1/2023 14:53,1/1/2023 15:13,0 days 00:20:00,20,0.333333333
93,13290070,183317007,P1,OUTBOUND-SWISSVALE,15:13:00,3,LIBERTY AVE + 10TH ST NS,7279,15:39:00,14,9.600320628,3,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 15:13,1/1/2023 15:39,0 days 00:26:00,26,0.433333333
94,5299070,183317007,P1,INBOUND-DOWNTOWN,15:52:00,3,EAST BUSWASY + SWISSVALE STATION A,16063,16:13:00,11,8.988131781,3,LIBERTY AVE + 10TH ST NS,7279,1/1/2023 15:52,1/1/2023 16:13,0 days 00:21:00,21,0.35
95,6341070,183317007,P1,OUTBOUND-SWISSVALE,16:13:00,3,LIBERTY AVE + 10TH ST NS,7279,16:39:00,14,9.600320628,3,EAST BUSWASY + SWISSVALE STATION A,16063,1/1/2023 16:13,1/1/2023 16:39,0 days 00:26:00,26,0.433333333
96,2156070,183317007,P1,INBOUND-DOWNTOWN,16:52:00,3,EAST BUSWASY + SWISSVALE STATION A,16063,17:13:00,11,8.988131781,3,LIBERTY AVE + 10TH ST NS,7279,1/1/2023 16:52,1/1/2023 17:13,0 days 00:21:00,21,0.35
